"Edad","Fuerza","Velocidad","Lesiones","Vision","Resistencia","Agilidad","CapacidadDecision","prediction(DeportePrimario)"
17.1,3,2,1,0,3,31,4,"Futbol"
16.6,5,2,1,0,3,39,28,"Basketball"
16.8,3,1,1,0,3,37,7,"Futbol"
17.5,4,1,0,0,4,43,2,"Futbol"
18.5,5,1,1,2,3,67,40,"Futbol"
17.7,4,2,1,3,5,19,29,"Basketball"
16.8,1,1,1,0,5,28,55,"Basketball"
15.4,2,1,1,1,3,50,79,"Basketball"
17.7,1,1,1,3,5,17,8,"Basketball"
16.0,5,4,0,0,4,38,47,"Basketball"
13.6,3,1,1,3,5,30,29,"Basketball"
17.6,3,2,1,0,5,43,25,"Futbol"
14.2,7,1,0,2,5,31,34,"Basketball"
18.8,4,4,0,3,5,21,55,"Basketball"
15.3,4,2,0,0,5,25,11,"Futbol"
14.1,3,1,1,2,4,40,15,"Futbol"
16.3,4,0,1,0,0,59,11,"Futbol"
18.6,4,2,0,2,3,32,16,"Futbol"
17.3,3,3,1,3,5,19,51,"Basketball"
13.7,4,1,0,0,5,33,99,"Basketball"
16.2,3,1,0,3,5,24,32,"Basketball"
15.4,6,2,1,3,3,27,55,"Basketball"
16.5,6,1,0,0,5,36,35,"Basketball"
15.1,4,1,0,2,4,43,19,"Futbol"
19.0,5,2,0,1,3,28,32,"Basketball"
13.5,0,5,0,3,5,15,57,"Basketball"
15.1,2,6,1,2,3,60,8,"Futbol"
15.8,1,4,1,3,5,16,37,"Basketball"
15.1,3,1,0,1,5,32,17,"Futbol"
13.5,4,1,1,0,3,30,11,"Futbol"
17.9,4,4,1,0,0,27,35,"Basketball"
15.7,4,1,0,0,1,43,20,"Futbol"
18.9,4,6,1,0,5,53,4,"Futbol"
13.8,3,0,0,1,5,37,4,"Futbol"
14.1,3,2,0,3,5,18,7,"Futbol"
18.8,4,1,0,0,5,28,95,"Basketball"
15.3,3,1,1,3,5,18,30,"Basketball"
18.1,7,1,0,2,1,43,35,"Basketball"
13.9,3,2,1,3,5,19,22,"Basketball"
16.0,5,1,1,0,3,54,7,"Futbol"
17.9,1,2,0,0,3,28,40,"Basketball"
13.8,4,4,1,1,5,33,11,"Futbol"
16.4,3,2,1,1,3,36,40,"Basketball"
16.1,3,2,1,3,5,19,42,"Basketball"
15.8,1,5,1,2,5,26,55,"Basketball"
14.2,3,1,1,1,3,42,21,"Futbol"
18.3,3,6,1,0,5,20,56,"Basketball"
18.1,1,1,1,3,5,29,43,"Basketball"
16.7,5,1,1,1,5,38,4,"Futbol"
15.1,5,1,0,2,3,52,7,"Futbol"
13.2,1,1,1,2,4,42,7,"Futbol"
17.4,4,3,1,2,5,23,18,"Basketball"
17.4,5,6,0,2,3,34,4,"Futbol"
16.3,3,6,0,2,3,50,18,"Futbol"
18.4,5,1,1,1,3,37,54,"Basketball"
16.3,5,3,1,0,5,24,29,"Basketball"
15.6,3,2,0,2,5,25,48,"Basketball"
16.6,4,2,0,2,5,22,7,"Futbol"
16.3,1,2,1,3,5,18,75,"Basketball"
17.5,1,2,1,2,3,30,30,"Basketball"
14.7,3,1,0,3,5,21,35,"Basketball"
18.6,4,2,1,1,3,40,63,"Basketball"
15.4,0,6,0,3,5,16,66,"Basketball"
16.9,4,1,1,2,5,27,11,"Futbol"
16.3,1,1,0,0,3,29,4,"Futbol"
16.9,3,1,0,0,3,42,4,"Futbol"
18.3,3,3,1,2,5,34,2,"Futbol"
17.6,3,2,0,3,5,20,21,"Basketball"
17.3,3,2,1,3,5,18,13,"Basketball"
14.9,6,1,0,2,3,32,75,"Basketball"
17.4,3,2,0,2,5,32,4,"Futbol"
16.1,7,2,1,3,5,29,32,"Basketball"
18.4,1,1,1,3,5,19,45,"Basketball"
15.8,5,4,1,3,5,25,4,"Futbol"
14.7,5,1,1,2,3,45,7,"Futbol"
18.6,5,1,1,3,5,45,7,"Futbol"
15.5,3,1,1,2,3,41,20,"Futbol"
16.4,5,1,1,0,5,24,8,"Futbol"
13.4,5,1,1,1,3,68,9,"Futbol"
15.6,5,1,1,1,5,36,19,"Futbol"
15.4,4,1,1,2,3,50,35,"Basketball"
14.6,3,5,1,3,5,19,23,"Basketball"
17.5,4,1,0,3,3,41,22,"Futbol"
16.5,3,0,1,2,5,22,5,"Futbol"
18.2,5,1,1,1,3,39,72,"Basketball"
17.2,1,1,1,1,5,40,40,"Basketball"
17.0,1,1,1,2,3,25,7,"Futbol"
13.0,6,0,1,2,5,45,47,"Basketball"
18.5,4,5,0,0,5,38,28,"Basketball"
17.1,5,1,1,2,3,61,7,"Futbol"
14.6,5,2,1,0,3,28,48,"Basketball"
15.4,4,6,1,3,5,22,40,"Basketball"
13.3,5,2,1,2,3,30,10,"Futbol"
16.0,2,1,1,2,1,46,40,"Basketball"
13.3,3,1,1,0,3,45,29,"Futbol"
16.9,4,3,1,3,5,22,16,"Basketball"
14.5,4,2,0,0,5,25,8,"Futbol"
18.7,3,5,1,3,5,18,40,"Basketball"
15.0,4,2,0,3,5,25,2,"Futbol"
13.8,3,1,0,3,3,40,2,"Futbol"
13.4,7,1,1,2,5,37,7,"Futbol"
18.5,5,1,0,0,5,36,5,"Futbol"
13.2,4,2,0,2,3,32,4,"Futbol"
13.9,4,1,0,2,5,27,18,"Basketball"
13.8,0,2,0,3,5,15,50,"Basketball"
13.4,5,1,0,2,1,49,28,"Futbol"
16.5,0,6,1,3,5,17,10,"Basketball"
14.7,4,3,1,3,5,25,43,"Basketball"
17.3,3,1,1,0,3,57,30,"Futbol"
13.5,4,1,1,0,3,35,41,"Basketball"
17.2,4,5,1,2,3,37,50,"Basketball"
18.3,5,2,1,3,3,34,54,"Basketball"
16.2,3,3,1,3,5,20,4,"Futbol"
16.0,2,1,0,2,3,44,32,"Basketball"
14.1,2,1,1,2,1,44,107,"Basketball"
16.9,4,1,1,0,3,37,29,"Basketball"
15.2,3,1,1,2,5,36,30,"Basketball"
17.3,5,2,1,0,5,37,43,"Basketball"
15.8,4,1,1,1,3,50,43,"Basketball"
14.1,4,2,0,2,0,26,29,"Basketball"
15.8,5,1,1,2,3,45,32,"Basketball"
13.2,3,2,0,3,5,18,35,"Basketball"
15.1,5,1,0,3,5,53,15,"Futbol"
13.4,4,1,0,1,3,28,8,"Futbol"
15.3,3,1,1,2,3,35,4,"Futbol"
18.4,4,2,0,2,3,44,40,"Basketball"
16.8,6,1,1,3,3,57,35,"Futbol"
13.6,3,6,1,1,5,21,4,"Futbol"
18.4,4,3,1,1,3,38,29,"Basketball"
18.7,3,6,1,0,3,35,11,"Futbol"
14.6,3,1,1,0,5,29,45,"Basketball"
17.6,5,2,1,2,5,36,21,"Futbol"
13.9,0,1,0,3,5,15,28,"Basketball"
17.4,3,3,1,1,3,52,48,"Basketball"
18.1,4,2,1,2,5,25,4,"Futbol"
17.3,3,4,1,0,5,37,43,"Basketball"
13.0,1,1,1,3,5,22,22,"Basketball"
16.1,4,1,1,0,5,26,50,"Basketball"
17.9,3,1,1,0,3,33,30,"Basketball"
16.6,3,3,1,2,1,46,34,"Basketball"
13.2,3,1,1,0,5,36,11,"Futbol"
14.5,6,1,0,3,1,48,4,"Futbol"
17.9,3,1,0,0,5,32,8,"Futbol"
18.6,4,1,0,2,5,34,36,"Basketball"
17.0,3,5,1,1,3,53,35,"Futbol"
19.0,3,1,1,0,5,21,54,"Basketball"
13.8,4,1,0,2,3,44,3,"Futbol"
15.0,3,1,1,2,3,30,12,"Futbol"
16.6,3,1,0,3,5,17,47,"Basketball"
14.8,3,1,1,2,3,43,40,"Basketball"
18.7,0,2,0,3,5,16,29,"Basketball"
14.4,4,1,1,1,5,36,40,"Basketball"
17.1,3,0,1,2,3,48,29,"Futbol"
15.5,1,1,1,0,3,32,4,"Futbol"
18.8,3,2,0,2,3,27,20,"Basketball"
16.1,4,2,0,2,5,26,4,"Futbol"
14.9,4,1,0,2,3,57,34,"Futbol"
15.2,3,6,0,3,5,18,55,"Basketball"
14.1,2,1,1,2,3,46,61,"Basketball"
15.2,3,4,1,3,5,20,30,"Basketball"
18.2,5,6,1,2,3,42,17,"Futbol"
13.1,5,5,1,0,5,45,40,"Basketball"
16.8,4,3,0,1,3,40,8,"Futbol"
14.8,4,1,1,0,5,29,8,"Futbol"
14.8,3,6,1,2,3,41,4,"Futbol"
18.0,0,0,1,3,5,16,29,"Basketball"
13.3,3,2,0,3,5,18,21,"Basketball"
17.4,6,1,1,3,3,59,4,"Futbol"
13.3,4,1,0,2,5,24,11,"Futbol"
13.3,3,1,1,0,5,24,16,"Basketball"
17.7,4,1,1,0,5,44,4,"Futbol"
13.0,3,1,0,3,1,25,7,"Futbol"
14.8,3,1,1,2,6,61,4,"Futbol"
13.2,4,1,1,3,5,22,20,"Basketball"
17.2,3,1,1,3,0,18,4,"Futbol"
18.9,4,1,1,2,3,32,54,"Basketball"
17.2,2,1,1,2,3,34,66,"Basketball"
15.7,4,3,1,0,5,36,4,"Futbol"
18.6,3,2,1,2,3,30,3,"Futbol"
18.4,4,1,1,0,3,45,2,"Futbol"
15.7,4,1,1,0,3,43,39,"Basketball"
13.0,3,2,0,3,5,21,29,"Basketball"
14.2,5,2,1,2,3,51,54,"Basketball"
13.8,3,1,0,2,6,55,28,"Futbol"
16.8,3,2,0,1,3,29,40,"Basketball"
15.8,4,2,1,2,5,23,93,"Basketball"
13.7,4,1,1,0,5,24,35,"Basketball"
13.7,4,4,1,2,5,43,4,"Futbol"
13.7,6,1,1,3,3,49,30,"Futbol"
16.2,4,1,0,3,3,25,11,"Futbol"
13.8,3,1,0,3,5,22,4,"Futbol"
17.6,7,1,1,0,3,45,45,"Basketball"
15.1,4,6,0,3,5,37,50,"Basketball"
18.5,1,1,1,3,5,16,40,"Basketball"
18.8,1,3,1,0,5,15,45,"Basketball"
14.6,4,1,1,3,5,22,55,"Basketball"
15.4,1,0,0,3,5,17,45,"Basketball"
18.8,4,2,1,1,5,37,3,"Futbol"
19.0,3,1,1,0,3,40,23,"Futbol"
17.8,2,1,1,3,5,25,99,"Basketball"
16.9,4,1,0,3,3,45,5,"Futbol"
18.9,5,3,1,2,5,27,48,"Basketball"
18.7,3,3,0,0,4,38,12,"Futbol"
17.1,7,5,1,0,5,24,43,"Basketball"
17.5,3,1,1,2,3,38,29,"Basketball"
14.5,6,2,1,3,1,53,7,"Futbol"
17.6,7,1,1,2,3,42,7,"Futbol"
16.4,1,1,1,3,5,14,50,"Basketball"
17.2,5,1,0,1,3,42,50,"Basketball"
14.8,4,4,1,0,5,25,75,"Basketball"
14.9,5,2,1,2,5,35,6,"Futbol"
18.0,4,1,1,2,1,51,2,"Futbol"
14.3,3,1,1,2,1,69,2,"Futbol"
15.2,0,6,0,3,5,17,50,"Basketball"
13.9,4,1,1,3,5,24,64,"Basketball"
13.1,3,2,1,0,3,49,89,"Basketball"
13.7,3,1,0,3,5,20,39,"Basketball"
15.3,4,1,0,3,3,42,4,"Futbol"
13.8,3,1,1,0,3,45,4,"Futbol"
14.0,3,1,0,3,5,19,40,"Basketball"
16.1,1,1,0,3,5,25,54,"Basketball"
16.8,7,1,0,0,5,37,8,"Futbol"
16.0,4,3,0,0,4,38,18,"Futbol"
16.5,5,1,1,3,5,27,100,"Basketball"
14.7,3,1,1,2,5,38,8,"Futbol"
14.7,4,1,1,2,5,27,11,"Futbol"
14.3,5,2,1,1,3,42,19,"Futbol"
17.6,4,3,1,0,3,37,4,"Futbol"
16.5,1,3,1,3,5,21,48,"Basketball"
16.0,5,2,1,2,3,35,7,"Futbol"
13.6,7,1,1,0,5,19,61,"Basketball"
14.7,4,1,0,2,3,27,35,"Basketball"
17.9,5,1,1,0,3,36,43,"Basketball"
15.5,3,2,1,1,3,51,4,"Futbol"
13.6,5,1,0,1,5,28,55,"Basketball"
15.6,4,2,1,0,5,32,28,"Basketball"
16.6,5,6,1,2,3,61,18,"Futbol"
17.0,0,2,0,3,5,14,103,"Basketball"
16.5,2,1,0,3,3,28,21,"Basketball"
13.3,4,2,1,0,5,28,20,"Basketball"
13.9,3,6,0,2,1,54,7,"Futbol"
15.8,4,3,0,2,5,24,34,"Basketball"
17.5,5,1,1,2,3,51,19,"Futbol"
13.8,3,1,1,3,5,23,38,"Basketball"
14.9,0,1,1,3,5,18,55,"Basketball"
17.5,3,1,0,0,3,35,45,"Basketball"
13.1,1,1,0,3,5,19,8,"Futbol"
16.2,1,1,1,3,5,17,45,"Basketball"
15.6,4,1,0,0,3,32,8,"Futbol"
14.8,2,1,1,1,3,57,40,"Basketball"
14.1,5,1,0,1,5,28,8,"Futbol"
18.3,5,1,0,3,6,44,12,"Futbol"
14.1,3,0,1,3,5,23,9,"Futbol"
15.5,4,5,0,0,5,23,4,"Futbol"
13.9,3,1,0,0,5,25,43,"Basketball"
15.2,4,2,1,2,5,29,4,"Futbol"
18.3,1,1,1,0,3,37,54,"Basketball"
16.4,3,6,0,1,3,41,40,"Basketball"
18.3,6,1,0,3,3,44,44,"Basketball"
13.9,5,2,1,3,3,25,54,"Basketball"
14.5,5,2,1,0,3,34,4,"Futbol"
17.0,6,1,1,3,3,47,100,"Basketball"
13.5,4,2,0,2,0,38,7,"Futbol"
13.7,0,1,0,3,5,16,68,"Basketball"
17.3,4,1,1,2,5,27,4,"Futbol"
17.1,4,2,1,0,5,24,21,"Basketball"
13.2,0,1,1,0,1,38,55,"Basketball"
16.6,4,5,1,2,3,29,4,"Futbol"
13.7,5,3,1,0,5,29,55,"Basketball"
13.4,1,3,1,1,3,32,4,"Futbol"
16.8,5,1,1,2,1,31,8,"Futbol"
13.7,4,6,1,3,5,23,50,"Basketball"
16.5,2,6,1,2,5,42,29,"Basketball"
14.0,5,1,1,0,0,47,72,"Basketball"
17.3,5,1,0,3,3,61,7,"Futbol"
16.3,5,1,0,0,5,56,5,"Futbol"
18.3,3,2,1,0,3,23,7,"Futbol"
18.9,3,1,1,2,1,48,4,"Futbol"
16.4,4,1,0,3,3,45,4,"Futbol"
14.4,4,1,1,1,3,49,43,"Basketball"
13.1,4,1,0,2,3,41,95,"Basketball"
14.5,3,0,1,0,5,23,66,"Basketball"
17.6,3,1,0,0,1,23,4,"Futbol"
16.2,4,1,1,0,3,37,35,"Basketball"
15.9,3,1,0,2,5,37,32,"Basketball"
18.3,3,1,1,3,5,20,11,"Basketball"
13.9,1,1,1,3,5,17,28,"Basketball"
14.8,1,1,1,3,5,20,35,"Basketball"
15.3,3,4,0,2,5,26,47,"Basketball"
15.1,3,4,1,3,5,22,5,"Futbol"
14.3,1,6,1,0,0,39,29,"Basketball"
15.0,3,3,1,0,3,27,41,"Basketball"
15.4,1,1,0,3,5,18,51,"Basketball"
18.1,5,1,1,2,3,33,8,"Futbol"
13.5,7,1,1,2,3,52,28,"Futbol"
15.8,4,1,0,0,3,35,7,"Futbol"
13.5,5,2,1,0,5,25,43,"Basketball"
18.2,3,1,0,1,3,41,43,"Basketball"
14.8,5,2,1,3,5,27,12,"Futbol"
13.2,2,1,0,1,1,36,29,"Basketball"
16.5,4,1,1,3,5,21,61,"Basketball"
16.6,3,1,1,2,3,35,36,"Basketball"
13.4,6,1,0,3,3,54,17,"Futbol"
17.6,3,6,0,3,5,18,43,"Basketball"
17.5,3,1,0,2,3,40,8,"Futbol"
16.1,3,2,0,3,5,21,29,"Basketball"
18.4,6,1,1,2,3,38,18,"Futbol"
18.8,7,3,1,3,5,22,4,"Futbol"
18.5,1,2,1,3,5,14,2,"Futbol"
15.9,4,1,0,3,3,28,18,"Basketball"
13.9,3,1,1,2,3,43,54,"Basketball"
16.2,4,3,1,0,3,35,55,"Basketball"
15.0,4,2,1,2,5,27,102,"Basketball"
14.5,1,1,0,3,5,18,19,"Basketball"
17.9,3,2,1,3,5,20,4,"Futbol"
16.6,5,1,0,2,5,27,60,"Basketball"
18.7,3,1,1,2,5,29,103,"Basketball"
15.9,5,1,1,2,3,41,40,"Basketball"
15.7,3,2,0,0,5,33,29,"Basketball"
14.4,2,1,1,0,3,34,98,"Basketball"
18.5,3,2,1,3,5,41,2,"Futbol"
16.7,1,3,1,3,5,17,11,"Basketball"
15.1,5,2,1,1,0,28,32,"Basketball"
18.0,6,1,1,3,1,41,4,"Futbol"
13.4,4,5,1,0,5,21,27,"Basketball"
18.1,1,2,1,1,3,33,12,"Futbol"
18.8,4,1,1,3,5,34,8,"Futbol"
14.5,1,1,1,3,5,19,45,"Basketball"
14.7,0,3,1,3,5,13,4,"Futbol"
18.1,3,2,1,3,5,20,32,"Basketball"
17.1,5,1,0,3,5,26,29,"Basketball"
17.7,4,1,0,2,5,26,29,"Basketball"
14.6,4,1,1,2,0,48,43,"Basketball"
14.2,3,6,1,3,5,18,55,"Basketball"
14.6,3,1,1,2,3,27,48,"Basketball"
14.2,4,3,1,0,3,39,75,"Basketball"
16.7,5,1,1,3,3,60,4,"Futbol"
13.2,7,1,1,0,3,57,2,"Futbol"
16.1,3,5,1,1,3,30,40,"Basketball"
16.5,1,6,1,3,5,15,21,"Basketball"
16.9,3,5,1,3,5,23,50,"Basketball"
13.7,4,5,1,0,5,30,23,"Basketball"
17.4,5,1,1,1,3,44,7,"Futbol"
18.6,4,1,0,2,1,39,29,"Basketball"
14.8,2,1,1,2,5,46,29,"Basketball"
16.1,5,1,0,3,3,36,16,"Futbol"
13.3,4,1,1,2,5,53,0,"Futbol"
15.0,4,3,1,1,3,53,48,"Basketball"
17.3,3,2,1,0,5,19,55,"Basketball"
13.5,3,2,1,3,5,21,45,"Basketball"
13.2,1,1,0,1,6,40,4,"Futbol"
15.2,3,1,1,1,1,67,8,"Futbol"
16.6,4,2,1,1,3,42,16,"Futbol"
15.0,3,0,1,0,5,52,2,"Futbol"
18.9,3,1,0,3,3,40,43,"Basketball"
14.1,4,1,1,0,5,24,5,"Futbol"
14.5,3,2,0,3,5,22,22,"Basketball"
14.0,4,2,1,2,3,29,28,"Basketball"
17.0,5,2,1,0,3,31,29,"Basketball"
14.2,1,1,1,2,3,43,25,"Futbol"
14.1,4,3,1,1,5,23,40,"Basketball"
14.1,6,2,0,3,3,50,40,"Basketball"
16.8,5,2,0,2,5,36,7,"Futbol"
18.0,2,2,1,0,5,37,48,"Basketball"
16.9,2,1,1,2,3,44,16,"Futbol"
16.3,4,1,0,3,3,50,17,"Futbol"
18.3,3,1,0,3,3,26,4,"Futbol"
15.5,4,4,0,0,1,47,43,"Basketball"
14.5,3,1,0,3,5,29,18,"Basketball"
15.5,3,1,0,0,3,40,29,"Basketball"
13.9,2,6,1,2,3,37,45,"Basketball"
15.6,3,1,1,3,5,40,19,"Futbol"
18.4,3,2,1,1,3,37,11,"Futbol"
13.2,3,1,0,3,5,21,5,"Futbol"
14.4,1,2,1,1,3,46,54,"Basketball"
18.3,5,1,1,0,3,27,29,"Basketball"
18.8,4,6,1,0,1,46,8,"Futbol"
14.6,0,1,1,3,0,16,27,"Basketball"
13.2,3,3,1,3,5,23,40,"Basketball"
13.5,3,6,1,1,3,34,29,"Basketball"
16.2,3,1,1,2,3,45,7,"Futbol"
17.1,4,4,0,0,5,26,4,"Futbol"
17.8,4,1,1,0,3,60,55,"Basketball"
16.2,7,1,0,0,3,47,42,"Basketball"
17.0,3,1,1,2,3,35,43,"Basketball"
18.1,5,1,1,0,3,32,11,"Futbol"
17.7,4,2,1,0,5,28,21,"Basketball"
18.1,5,2,0,3,5,30,47,"Basketball"
14.0,1,1,1,3,5,18,12,"Basketball"
17.8,7,1,1,2,1,37,20,"Futbol"
17.8,4,6,0,0,0,30,5,"Futbol"
16.0,4,3,0,2,6,51,14,"Futbol"
14.1,4,0,1,1,3,56,40,"Basketball"
14.2,3,1,1,1,3,57,99,"Basketball"
14.2,4,1,0,3,3,25,32,"Basketball"
17.3,3,3,1,3,5,22,18,"Basketball"
16.8,3,4,0,0,3,34,20,"Futbol"
16.4,3,2,1,1,3,42,48,"Basketball"
13.6,5,1,1,3,3,58,7,"Futbol"
17.2,3,1,1,0,3,38,8,"Futbol"
16.0,1,1,1,1,3,40,54,"Basketball"
13.2,5,1,1,3,3,54,15,"Futbol"
17.1,0,1,1,3,5,15,47,"Basketball"
15.8,3,6,1,0,5,33,11,"Futbol"
16.7,2,1,1,2,5,64,4,"Futbol"
14.3,1,1,1,3,5,21,30,"Basketball"
16.9,5,2,1,2,3,54,8,"Futbol"
14.1,5,1,1,1,3,33,56,"Basketball"
18.5,1,2,0,3,5,18,28,"Basketball"
15.8,1,1,1,1,5,32,20,"Basketball"
18.8,6,2,0,3,5,32,29,"Basketball"
14.7,0,5,1,2,4,33,15,"Futbol"
13.6,4,2,1,3,3,23,40,"Basketball"
13.3,4,1,1,2,3,38,56,"Basketball"
17.6,3,2,1,3,5,25,65,"Basketball"
15.6,3,1,1,0,3,33,24,"Basketball"
18.4,1,2,1,0,5,18,34,"Basketball"
14.8,1,5,1,0,3,29,78,"Basketball"
14.6,4,1,1,0,3,31,30,"Basketball"
18.6,2,1,1,0,3,43,8,"Futbol"
16.0,5,2,1,1,3,29,32,"Basketball"
18.4,4,1,1,2,3,40,2,"Futbol"
14.8,3,1,0,1,3,56,40,"Basketball"
18.5,4,1,1,0,3,38,40,"Basketball"
16.0,1,1,0,3,5,18,63,"Basketball"
18.6,1,6,1,3,5,18,41,"Basketball"
16.2,1,2,1,3,5,19,59,"Basketball"
16.9,3,2,1,3,5,19,20,"Basketball"
13.3,1,0,1,3,5,18,37,"Basketball"
18.8,4,1,0,2,5,49,29,"Futbol"
17.3,4,1,1,3,5,23,64,"Basketball"
18.4,5,2,1,1,3,42,64,"Basketball"
15.8,4,2,0,2,5,33,4,"Futbol"
17.6,5,2,1,0,3,45,68,"Basketball"
15.1,5,2,0,3,5,27,50,"Basketball"
16.9,5,5,1,2,3,39,20,"Futbol"
17.3,4,1,0,0,5,25,37,"Basketball"
14.3,5,2,1,1,3,37,55,"Basketball"
17.7,1,2,1,3,5,16,35,"Basketball"
16.6,1,0,1,3,5,15,92,"Basketball"
16.9,1,2,1,1,3,47,63,"Basketball"
14.7,1,1,1,3,5,18,55,"Basketball"
14.0,3,1,1,3,5,21,66,"Basketball"
13.1,4,1,1,2,3,43,8,"Futbol"
13.1,3,1,1,1,3,27,4,"Futbol"
15.8,5,1,1,2,5,27,72,"Basketball"
17.4,3,5,1,3,5,26,35,"Basketball"
18.1,4,3,1,2,3,63,28,"Futbol"
13.8,4,1,0,2,3,39,0,"Futbol"
17.3,3,1,0,2,3,39,11,"Futbol"
13.0,4,1,1,3,5,28,98,"Basketball"
17.8,5,1,1,3,5,26,7,"Futbol"
15.3,4,4,1,1,5,55,40,"Basketball"
17.9,5,1,1,2,5,50,7,"Futbol"
15.6,4,1,1,0,5,24,23,"Basketball"
13.7,4,1,1,1,3,69,48,"Basketball"
16.3,5,4,1,2,3,41,66,"Basketball"
14.8,5,1,1,2,3,49,41,"Basketball"
18.8,3,1,0,3,3,49,33,"Basketball"
13.9,7,1,1,2,1,42,23,"Futbol"
18.7,4,6,1,2,6,69,1,"Futbol"
16.6,3,2,0,0,5,21,4,"Futbol"
17.2,1,1,1,2,3,34,18,"Futbol"
14.4,4,0,1,0,3,35,54,"Basketball"
16.1,5,1,0,0,5,40,36,"Basketball"
14.8,3,6,0,2,3,49,7,"Futbol"
18.1,5,6,1,1,1,49,53,"Basketball"
14.7,5,1,1,0,5,26,35,"Basketball"
18.0,5,1,1,2,3,31,64,"Basketball"
17.0,2,1,1,2,1,64,34,"Futbol"
15.1,5,1,1,2,5,42,7,"Futbol"
17.6,4,1,0,3,5,21,88,"Basketball"
17.9,4,1,1,1,3,54,7,"Futbol"
14.0,3,1,1,1,3,44,29,"Futbol"
18.7,4,1,1,0,3,45,48,"Basketball"
17.8,4,3,1,3,5,23,54,"Basketball"
14.6,3,0,0,3,5,21,0,"Futbol"
13.4,1,1,1,0,3,24,29,"Basketball"
16.0,4,1,1,1,3,51,35,"Basketball"
16.4,3,1,1,1,5,24,54,"Basketball"
18.4,4,4,1,2,5,23,11,"Futbol"
16.0,4,1,0,2,5,27,55,"Basketball"
14.7,3,1,0,0,3,30,2,"Futbol"
14.7,3,2,1,3,5,20,34,"Basketball"
18.6,3,1,1,3,5,19,11,"Basketball"
18.8,1,1,0,3,5,17,37,"Basketball"
15.5,4,2,0,1,5,23,98,"Basketball"
18.4,7,1,0,2,3,33,11,"Futbol"
16.2,1,1,1,1,3,48,33,"Basketball"
17.6,3,1,1,0,3,50,7,"Futbol"
13.6,1,6,0,3,5,19,55,"Basketball"
15.1,5,5,1,1,3,35,65,"Basketball"
13.5,4,6,1,1,3,41,21,"Futbol"
14.0,5,1,0,1,3,38,43,"Basketball"
18.8,4,2,1,0,5,25,18,"Basketball"
17.6,5,1,1,2,1,50,11,"Futbol"
13.4,5,2,0,3,1,60,20,"Futbol"
15.5,4,1,1,3,5,23,15,"Basketball"
16.4,7,1,0,0,3,28,14,"Futbol"
18.3,0,6,1,3,5,17,12,"Basketball"
18.3,1,2,1,0,3,30,20,"Basketball"
18.4,5,2,1,2,3,40,43,"Basketball"
13.8,3,2,1,0,5,33,4,"Futbol"
18.6,1,2,1,2,3,34,29,"Basketball"
16.2,2,1,0,2,5,32,48,"Basketball"
17.8,1,0,0,1,3,33,18,"Futbol"
15.9,2,0,1,2,3,44,51,"Basketball"
17.5,5,1,1,1,3,50,15,"Futbol"
14.0,1,2,1,2,5,31,28,"Basketball"
18.6,3,3,1,2,5,29,15,"Futbol"
13.8,4,5,1,1,3,57,30,"Futbol"
18.8,4,3,1,0,5,28,54,"Basketball"
18.6,4,1,0,1,3,30,41,"Basketball"
18.5,3,1,0,3,3,31,43,"Basketball"
16.3,5,2,1,1,5,46,50,"Basketball"
17.3,4,1,1,1,3,54,54,"Basketball"
15.8,3,3,1,1,4,23,40,"Basketball"
15.3,4,1,1,3,5,23,15,"Basketball"
14.9,5,1,0,0,3,43,35,"Basketball"
13.1,5,3,1,2,3,27,40,"Basketball"
18.2,5,2,1,3,3,28,11,"Futbol"
18.5,5,1,1,0,3,47,4,"Futbol"
15.7,4,1,1,0,3,46,11,"Futbol"
14.1,3,1,1,3,3,37,7,"Futbol"
15.7,3,2,1,0,5,19,96,"Basketball"
16.8,3,1,1,0,3,39,50,"Basketball"
16.8,1,1,0,3,5,18,29,"Basketball"
18.2,5,2,0,3,0,31,48,"Basketball"
13.2,3,1,1,2,1,54,8,"Futbol"
14.2,3,6,0,3,5,18,40,"Basketball"
18.6,5,6,1,2,5,37,20,"Futbol"
16.6,3,3,0,0,3,30,48,"Basketball"
14.9,5,2,0,3,3,43,7,"Futbol"
17.4,4,1,1,2,5,30,5,"Futbol"
18.9,7,2,1,0,3,29,20,"Basketball"
16.4,7,1,1,0,5,26,119,"Basketball"
17.2,5,5,1,1,5,34,28,"Basketball"
13.8,3,1,1,2,5,44,14,"Futbol"
15.1,4,5,1,0,1,29,19,"Futbol"
17.4,3,1,1,0,5,20,27,"Basketball"
15.0,3,1,0,3,5,18,19,"Basketball"
15.1,4,1,1,3,3,36,75,"Basketball"
14.5,1,1,1,0,1,51,30,"Futbol"
13.1,5,1,0,0,3,49,18,"Futbol"
16.0,3,2,0,0,3,31,10,"Futbol"
17.6,3,2,0,0,3,36,2,"Futbol"
15.0,2,1,0,2,1,41,8,"Futbol"
17.2,4,2,1,1,3,48,54,"Basketball"
15.1,3,1,1,0,3,53,5,"Futbol"
14.0,3,1,1,3,5,18,32,"Basketball"
18.0,4,1,1,0,3,33,4,"Futbol"
18.2,0,2,1,3,5,16,50,"Basketball"
16.1,3,3,1,3,0,22,41,"Basketball"
18.5,3,1,1,1,5,33,40,"Basketball"
14.9,6,1,1,3,3,41,54,"Basketball"
17.7,5,1,1,1,3,48,40,"Basketball"
14.7,3,2,1,0,3,45,40,"Basketball"
